email,company_name,subject,sent_date,status,notes
info@nepalartshop.com,Itching Tibetan Singing Bowls For Meditation – Global Demand,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:19:08,Sent,Delivered with poster: company_presentation.pdf
nepalartshop@gmail.com,Tibetan Singing Bowls For Beginners,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:19:11,Sent,Delivered with poster: company_presentation.pdf
nepalartshop@gmail.com,Tibetan Singing Bowls For Beginners,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:19:12,Sent,Delivered with poster: company_presentation.pdf
info@soundtopia.com,Contact,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:20,Skipped,Already contacted previously
contactus@tradekey.com,"Usa Singing Bowls Importers, Buyers And Distributors",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:20,Skipped,Already contacted previously
jubao@lingying.com,Us Products - We Are A Service Oriented Distributor That Cares About Providing Suitable Coffee And Tea Solutions For Your Company.,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:20,Skipped,Already contacted previously
info@seair.co.in,Crystal Singing Bowl Import Data & Buyers List In Usa,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:20,Skipped,Already contacted previously
sales@dataintelo.com,Singing Bowls Sales Market Research Report 2034,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:24,Sent,Delivered with poster: company_presentation.pdf
ec8@yao.com,Singing Bowls Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:27,Sent,Delivered with poster: company_presentation.pdf
business@besthimalaya.com,Wholesale Singing Bowl Shipping & Lead Times,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:31,Sent,Delivered with poster: company_presentation.pdf
info@indiancraftcentre.com,Wholesale Tibetan Singing Bowls In Usa,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:35,Sent,Delivered with poster: company_presentation.pdf
info@belmontoilgas.com,Frosted Quartz Crystal Singing Bowl Buyers & Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:39,Sent,Delivered with poster: company_presentation.pdf
gopaliimports@gmail.com,Gopali Authentic Tibetan Singing Bowls & Sound Healing In St ...,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:43,Sent,Delivered with poster: company_presentation.pdf
support@singingbowlsound.com,"Contact Us, Singing Bowl Sounds",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:47,Sent,Delivered with poster: company_presentation.pdf
info@usingredients.com,Us Ingredients Llc - Www.Usingredients.Com,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:50,Sent,Delivered with poster: company_presentation.pdf
closeouts@merchandiseusa.com,Merchandise Usa Closeout Buyers - Overstock And Liquidation Buyers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:53,Sent,Delivered with poster: company_presentation.pdf
export@singingbowlsspecialist.com,"Premium Singing Bowls Exporter To Usa, Best Tibetan Handcrafted Singing Bowls",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:53,Skipped,Already contacted previously
info@nepalartshop.com,Itching Tibetan Singing Bowls For Meditation – Global Demand,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:53,Skipped,Already contacted previously
nepalartshop@gmail.com,Tibetan Singing Bowls For Beginners,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:53,Skipped,Already contacted previously
contact@granducati.com,Contact Granducati Usa Importer & Distributor,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:40:57,Sent,Delivered with poster: company_presentation.pdf
contactus@tradekey.com,"Usa Singing Bowls Importers, Buyers And Distributors",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:41:04,Skipped,Already contacted previously
jubao@lingying.com,Lakeshore Beverage,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:55:33,Skipped,Already contacted previously
info@seair.co.in,Crystal Singing Bowl Import Data & Buyers List In Usa,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:55:33,Skipped,Already contacted previously
info@soundtopia.com,Contact Us,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:04,Skipped,Already contacted previously
jubao@lingying.com,Lakeshore Beverage,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:04,Skipped,Already contacted previously
info@seair.co.in,Crystal Singing Bowl Import Data & Buyers List In Usa,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:04,Skipped,Already contacted previously
sales@dataintelo.com,Singing Bowls Sales Market Research Report 2034,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:04,Skipped,Already contacted previously
info@soundtopia.com,Contact Us,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:06,Skipped,Already contacted previously
jubao@lingying.com,Lakeshore Beverage,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:06,Skipped,Already contacted previously
info@seair.co.in,Crystal Singing Bowl Import Data & Buyers List In Usa,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:06,Skipped,Already contacted previously
sales@dataintelo.com,Singing Bowls Sales Market Research Report 2034,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:06,Skipped,Already contacted previously
eximnasir@gmail.com,Frosted Quartz Crystal Singing Bowl Buyers & Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:07,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
ec8@yao.com,Singing Bowls Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:07,Skipped,Already contacted previously
eximnasir@gmail.com,Frosted Quartz Crystal Singing Bowl Buyers & Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:09,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
ec8@yao.com,Singing Bowls Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-08-31 23:56:09,Skipped,Already contacted previously
john@example.com,Contact Us,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:05:45,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
enquiries@verifiedmarketresearch.com,Singing Bowls Market Size And Forecast,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:05:49,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
mohammed@maghco.sa,Frosted Quartz Crystal Singing Bowl Buyers & Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:05:52,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
foryou@foryoudecor.com,Crystal Candle Holder Wholesale Supplier,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:05:57,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
info@ace-chn.om,China Crystal Candle Holder Buyers & Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:06:00,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
handmadesingingbowl01@gmail.com,Tibetan Handmade Singing Bowls Wholesale,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:06:04,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
laromausa@gmail.com,L'Aroma Usa - Manufacturer And Distributor Of Scented Candles,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:06:07,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
info@tradewheel.com,United States Candle Holders Buyers And Importers List!,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:06:10,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
sales.bhavatuorganic@gmail.com,Frosted Quartz Crystal Singing Bowl Buyers & Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:06:15,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
orders@evertonesingingbowls.com,Customer Support,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:11:07,Sent,Delivered with poster attachment: singing_bowl_poster.pdf
info@sacredsoundofthesoul.com,Crystal Tones® Alchemy Crystal Singing Bowls – Sacred Sound Of The Soul,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:35:19,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pptx
info@singingbowlshop.com,About Us,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 00:39:59,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pptx
bowlsofsound44@gmail.com,Contact – Bowls Of Sound,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:08:42,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pptx
info@bowlsound.com,Contact Us – Singing Bowl Sound And Craft,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:09:14,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pptx
your@email.com,Wholesale Singing Bowls And Accessories,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:26:50,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
support@himalayanbowls.com,Contact Us,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:28:05,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
info@singarena.com,"Singarena – Karaoke, Ai Voice Score & Voice Rooms",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:28:37,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
your.email@example.com,Singmeter,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:29:10,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
support@screenapp.io,Rate My Voice,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:29:42,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
support@himalayanbowls.com,Contact Us,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:29:43,Skipped,Already contacted previously
info@singarena.com,"Singarena – Karaoke, Ai Voice Score & Voice Rooms",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:29:43,Skipped,Already contacted previously
your.email@example.com,Singmeter,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:29:43,Skipped,Already contacted previously
support@screenapp.io,Rate My Voice,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:29:43,Skipped,Already contacted previously
daniel@anytospeech.com,Rate My Singing,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:30:16,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
daniel@anytospeech.com,Rate My Singing,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:30:16,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
raz@razimports.com,Raz Imports Inc. - Where The Spirit Of Giving Is Always In Style. We'Re Here To Help You #Owntheseason!,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:30:51,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
raz@razimports.com,Raz Imports Inc. - Where The Spirit Of Giving Is Always In Style. We'Re Here To Help You #Owntheseason!,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:30:57,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
john@autohub.co.nz,Autohub - Buyer Beware: Uk Scam Aimed At Usa Vehicle...,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:31:26,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
john@autohub.co.nz,Autohub - Buyer Beware: Uk Scam Aimed At Usa Vehicle...,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:31:38,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
admin@singingbowlshop.com,About Us,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:38:13,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
support@contactout.com,Email Finder By Contactout,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:38:44,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
asxvmprobertest@gmail.com,Contacts Help,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:39:16,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
u002f1e1d2d009c144835b2bcd8bbe8917d0f@sentry.io,Home,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:39:47,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
sales@findthedistributor.com,Find The Distributor,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:40:21,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
welcome@dohbamezcal.com,Ernesto E. Aguirre - Importer & Distributor Of Ultra-Premium ...,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:40:53,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
gbsourcingbd@gmail.com,Global Buyer Sourcing,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:41:25,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
contactus@exporthub.com,Singing Bowl Wholesale Supplier,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:47:26,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
epc@poet.com,Contact,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:47:57,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
business@lindenlab.com,Contact,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-01 23:48:30,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
info@dsn.group,Katerina Myroshnyk,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-02 22:39:07,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
moe@adm.org,Singing Bowls Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-02 22:39:39,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
support@petalcard.com,Contact,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-02 22:40:14,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
smart.journey.prober@gmail.com,Contacts Help,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-02 22:43:24,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
catrina@sacredsoundofthesoul.com,Sacred Sound Of The Soul,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-02 22:53:04,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
support@singmeter.com,Singmeter,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-02 23:01:08,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
example@domain.com,How To Sing,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-02 23:01:45,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
info@go4futuro.com,Frosted Quartz Crystal Singing Bowl Buyers & Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 00:34:43,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
info@ranasingingbowlcentre.com,Singing Bowl Exporters,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 00:35:15,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
805d51b304096686c0ad3443490c67a0@sentry.globalsources.com,"China Wholesale Singing Bowls Suppliers, Manufacturers (Oem, Odm, & Obm) & Factory List",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 00:37:03,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
franjeri1001@gmail.com,"Fertilizer Buyer, Seller, Importer, Trader – Urea, Can, Dap, Npk, Map, Mop | 🌍 Global Fertilizer Market Analysis – November 17, 2025",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 00:37:35,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
info@vntc.net.vn,Spices Market For Importer And Exporter | A-B Whole Cassia For Export - Competitive Prices & High Quality,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 00:44:19,Failed,SMTP Error: [Errno 11001] getaddrinfo failed
nishant.singingbowls@gmail.com,Handmade Singing Bowl Manufacturer And Exporter,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 00:44:31,Failed,SMTP Error: [Errno 11001] getaddrinfo failed
csr@mlilyusa.com,Attachment Ii List Of Importers,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 00:52:35,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
nishant.singingbowls@gmail.com,Handmade Singing Bowl Manufacturer And Exporter,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 00:57:13,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
service@stoneadd.com,"Saudi Stone Buyer, Saudi Arabia Stone Importer, Stone Wholesaler",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 00:59:20,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
info@mytilapia.com,Tilapia Fish And Fillet Importer/Wholesaler/Distributor,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 00:59:52,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
gacxpress.nepal1@gmail.com,We Don'T Manufacture Singing Bowls Just To Make Them Look Beautiful ...,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 01:01:18,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
info@vntc.net.vn,Spices Market For Importer And Exporter | A-B Whole Cassia For Export - Competitive Prices & High Quality,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 01:01:50,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
supplierinquiries@sanmar.com,Contact Us,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 23:47:23,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
name@company.com,Contact,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 23:47:56,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
lilywanging@gmail.com,"Fertilizer Buyer, Seller, Importer, Trader – Urea, Can, Dap, Npk, Map, Mop | Calcium Ammonium Nitrate, Large Quantities In Stock And Ready To Ship At Any Time",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 23:48:31,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
info@vietgro.com,"Fertilizer Buyer, Seller, Importer, Trader – Urea, Can, Dap, Npk, Map, Mop | 🌍 [Fertilizer Market Update – August 2025]",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 23:49:20,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
info@arc-vlogistic.com,"King Crude Oil And Gas Buyer And Seller | Dear Sir/Madam,",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 23:49:52,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
sales@crystalbowlswholesale.com,Crystal Bowls Wholesale - Crystal Distributing,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 23:53:57,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
bo@synergybb.com,Importer & Distributor Business Sold,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-03 23:58:51,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
jmonemorecast@aol.com,Usa Distributor – Akios Fishing Tackle,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-04 00:02:53,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
prudence@wholesalerecruitingsolutions.com,"Wholesale Recruiting Solutions, Llc - The Electrical Distribution And Manufacturer Rep Recruiting Experts",Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-04 00:03:24,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
solidrock4uall@live.com,Tequila Importer & Distributor Of Ultra Premium Tequila Products In The Usa,Export Partnership Proposal - Premium Singing Bowls Supplier,2026-09-04 00:23:03,Sent,Inline poster embedded + PPT attached: singing_bowl_product.pdf
